company,date,open,high,low,close,average,volume,value,out_shares,sector,sub_sector
NIKL,"Jan 23, 2024",4.89,4.89,4.82,4.87,4.87,"757,000","3,684,330.00","13,931,125,094",MINING &amp; OIL,MINING
NIKL,"Jan 22, 2024",4.70,4.88,4.70,4.88,4.80,"1,621,000","7,786,490.00","13,931,125,094",MINING &amp; OIL,MINING
NIKL,"Jan 19, 2024",4.70,4.76,4.61,4.70,4.69,"2,755,000","12,913,350.00","13,931,125,094",MINING &amp; OIL,MINING
NIKL,"Jan 18, 2024",4.78,4.78,4.59,4.69,4.67,"9,349,000","43,633,780.00","13,931,125,094",MINING &amp; OIL,MINING
NIKL,"Jan 17, 2024",4.89,4.89,4.78,4.80,4.82,"10,932,000","52,663,720.00","13,931,125,094",MINING &amp; OIL,MINING
NIKL,"Jan 16, 2024",4.99,5.00,4.90,4.90,4.92,"6,195,000","30,508,090.00","13,931,125,094",MINING &amp; OIL,MINING
NIKL,"Jan 15, 2024",5.00,5.02,4.93,4.99,4.98,"6,769,000","33,685,859.00","13,931,125,094",MINING &amp; OIL,MINING
NIKL,"Jan 12, 2024",5.09,5.09,4.98,5.00,5.00,"7,298,700","36,491,090.00","13,931,125,094",MINING &amp; OIL,MINING
NIKL,"Jan 11, 2024",5.00,5.07,5.00,5.02,5.03,"2,601,100","13,073,489.00","13,931,125,094",MINING &amp; OIL,MINING
NIKL,"Jan 10, 2024",5.09,5.09,4.97,5.00,5.00,"7,583,700","37,937,993.00","13,931,125,094",MINING &amp; OIL,MINING
NIKL,"Jan 09, 2024",5.12,5.12,5.07,5.07,5.07,"4,589,500","23,291,336.00","13,931,125,094",MINING &amp; OIL,MINING
NIKL,"Jan 08, 2024",5.20,5.24,5.06,5.12,5.12,"2,224,300","11,387,370.00","13,931,125,094",MINING &amp; OIL,MINING
NIKL,"Jan 05, 2024",5.20,5.22,5.12,5.15,5.16,"1,328,900","6,853,251.00","13,931,125,094",MINING &amp; OIL,MINING
NIKL,"Jan 04, 2024",5.25,5.25,5.18,5.18,5.21,"1,995,900","10,391,116.00","13,931,125,094",MINING &amp; OIL,MINING
NIKL,"Jan 03, 2024",5.30,5.30,5.22,5.25,5.25,"1,033,300","5,420,348.00","13,931,125,094",MINING &amp; OIL,MINING
NIKL,"Jan 02, 2024",5.38,5.38,5.22,5.27,5.27,"936,600","4,938,618.00","13,931,125,094",MINING &amp; OIL,MINING
NIKL,"Dec 29, 2023",5.22,5.48,5.12,5.48,5.35,"3,875,600","20,728,449.00","13,931,125,094",MINING &amp; OIL,MINING
NIKL,"Dec 28, 2023",5.14,5.22,5.09,5.21,5.16,"2,139,100","11,038,646.00","13,931,125,094",MINING &amp; OIL,MINING
NIKL,"Dec 27, 2023",5.05,5.14,5.05,5.14,5.11,"1,013,300","5,178,219.00","13,931,125,094",MINING &amp; OIL,MINING
NIKL,"Dec 22, 2023",5.05,5.09,5.00,5.05,5.03,"8,622,300","43,343,628.00","13,931,125,094",MINING &amp; OIL,MINING
NIKL,"Dec 21, 2023",5.09,5.10,4.99,5.05,5.04,"5,555,200","27,974,131.00","13,931,125,094",MINING &amp; OIL,MINING
NIKL,"Dec 20, 2023",5.04,5.10,5.04,5.10,5.08,"1,729,300","8,793,487.00","13,931,125,094",MINING &amp; OIL,MINING
PGOLD,"Feb 02, 2024",27.65,28.00,27.40,27.40,27.63,"1,465,900","40,497,815.00","2,880,137,615",SERVICES,RETAIL
PGOLD,"Feb 01, 2024",27.80,28.00,27.30,27.65,27.59,"1,438,300","39,688,020.00","2,880,137,615",SERVICES,RETAIL
PGOLD,"Jan 31, 2024",28.40,28.45,27.75,27.80,28.07,"2,162,800","60,714,990.00","2,880,137,615",SERVICES,RETAIL
PGOLD,"Jan 30, 2024",28.40,28.40,28.00,28.40,28.31,"1,039,200","29,416,570.00","2,880,137,615",SERVICES,RETAIL
PGOLD,"Jan 29, 2024",28.35,28.60,28.05,28.45,28.30,"545,800","15,446,355.00","2,880,137,615",SERVICES,RETAIL
PGOLD,"Jan 26, 2024",28.50,28.80,28.00,28.55,28.43,"927,100","26,357,860.00","2,880,137,615",SERVICES,RETAIL
PGOLD,"Jan 25, 2024",28.70,28.80,28.50,28.50,28.62,"1,467,800","42,003,580.00","2,880,137,615",SERVICES,RETAIL
PGOLD,"Jan 24, 2024",28.70,28.85,28.50,28.70,28.76,"1,187,500","34,154,425.00","2,880,137,615",SERVICES,RETAIL
PGOLD,"Jan 23, 2024",28.65,29.00,28.50,28.75,28.77,"811,100","23,338,285.00","2,880,137,615",SERVICES,RETAIL
PGOLD,"Jan 22, 2024",28.35,28.70,28.10,28.65,28.48,"1,133,200","32,277,920.00","2,880,137,615",SERVICES,RETAIL
PGOLD,"Jan 19, 2024",28.20,28.40,27.85,28.30,28.26,"763,700","21,583,075.00","2,880,137,615",SERVICES,RETAIL
PGOLD,"Jan 18, 2024",28.05,28.30,27.85,28.20,28.14,"1,721,400","48,445,125.00","2,880,137,615",SERVICES,RETAIL
PGOLD,"Jan 17, 2024",28.40,28.45,28.05,28.45,28.30,"1,655,200","46,849,725.00","2,880,137,615",SERVICES,RETAIL
PGOLD,"Jan 16, 2024",28.45,28.80,28.35,28.45,28.54,"554,300","15,819,105.00","2,880,137,615",SERVICES,RETAIL
PGOLD,"Jan 15, 2024",28.65,28.95,28.15,28.50,28.50,"644,300","18,362,485.00","2,880,137,615",SERVICES,RETAIL
PGOLD,"Jan 12, 2024",28.75,28.95,28.40,28.65,28.65,"991,300","28,402,950.00","2,880,137,615",SERVICES,RETAIL
PGOLD,"Jan 11, 2024",28.20,28.75,28.10,28.50,28.37,"1,888,300","53,578,110.00","2,880,137,615",SERVICES,RETAIL
PGOLD,"Jan 10, 2024",27.95,28.30,27.65,28.20,27.98,"1,177,900","32,963,445.00","2,880,137,615",SERVICES,RETAIL
PGOLD,"Jan 09, 2024",28.25,28.35,27.75,27.95,28.03,"1,482,400","41,555,470.00","2,880,137,615",SERVICES,RETAIL
PGOLD,"Jan 08, 2024",28.00,28.35,27.75,28.00,28.01,"1,848,700","51,784,900.00","2,880,137,615",SERVICES,RETAIL
PGOLD,"Jan 05, 2024",27.25,28.00,27.10,28.00,27.68,"1,240,500","34,339,285.00","2,880,137,615",SERVICES,RETAIL
PGOLD,"Jan 04, 2024",27.15,27.25,27.00,27.15,27.16,"1,593,700","43,287,785.00","2,880,137,615",SERVICES,RETAIL
PGOLD,"Jan 03, 2024",27.10,27.20,26.70,27.20,27.02,"416,900","11,266,690.00","2,880,137,615",SERVICES,RETAIL
PGOLD,"Jan 02, 2024",26.90,27.30,26.90,27.10,27.15,"271,500","7,371,320.00","2,880,137,615",SERVICES,RETAIL
PGOLD,"Dec 29, 2023",27.50,27.50,26.50,26.90,26.87,"598,600","16,084,585.00","2,880,137,615",SERVICES,RETAIL
PGOLD,"Dec 28, 2023",27.00,27.50,26.90,27.50,27.34,"304,200","8,316,595.00","2,880,137,615",SERVICES,RETAIL
PGOLD,"Dec 27, 2023",27.65,27.65,26.80,27.00,26.98,"3,003,200","81,011,700.00","2,880,137,615",SERVICES,RETAIL
PGOLD,"Dec 22, 2023",27.25,27.85,27.00,27.85,27.51,"1,431,400","39,373,220.00","2,880,137,615",SERVICES,RETAIL
PGOLD,"Dec 21, 2023",26.95,27.15,26.75,27.00,26.96,"676,100","18,227,030.00","2,880,137,615",SERVICES,RETAIL
PGOLD,"Dec 20, 2023",26.45,27.20,26.45,27.00,26.99,"1,565,200","42,249,165.00","2,880,137,615",SERVICES,RETAIL
SCC,"Feb 02, 2024",31.30,31.30,31.00,31.20,31.11,"886,100","27,564,710.00","4,250,547,620",INDUSTRIAL,"ELEC., ENERGY, POWER &amp; WATER"
SCC,"Feb 01, 2024",31.30,31.40,31.00,31.00,31.16,"575,900","17,947,335.00","4,250,547,620",INDUSTRIAL,"ELEC., ENERGY, POWER &amp; WATER"
SCC,"Jan 31, 2024",31.85,31.90,31.00,31.00,31.22,"1,447,800","45,196,775.00","4,250,547,620",INDUSTRIAL,"ELEC., ENERGY, POWER &amp; WATER"
SCC,"Jan 30, 2024",31.80,32.25,31.70,31.80,31.80,"1,416,100","45,034,070.00","4,250,547,620",INDUSTRIAL,"ELEC., ENERGY, POWER &amp; WATER"
SCC,"Jan 29, 2024",32.00,32.10,31.85,31.85,31.96,"406,300","12,985,485.00","4,250,547,620",INDUSTRIAL,"ELEC., ENERGY, POWER &amp; WATER"
SCC,"Jan 26, 2024",32.10,32.20,31.85,31.85,31.98,"507,900","16,241,030.00","4,250,547,620",INDUSTRIAL,"ELEC., ENERGY, POWER &amp; WATER"
SCC,"Jan 25, 2024",32.00,32.15,31.85,32.00,32.02,"890,900","28,524,635.00","4,250,547,620",INDUSTRIAL,"ELEC., ENERGY, POWER &amp; WATER"
SCC,"Jan 24, 2024",32.00,32.05,31.80,32.00,31.97,"927,300","29,641,775.00","4,250,547,620",INDUSTRIAL,"ELEC., ENERGY, POWER &amp; WATER"
SCC,"Jan 23, 2024",31.70,31.95,31.60,31.80,31.86,"461,800","14,714,555.00","4,250,547,620",INDUSTRIAL,"ELEC., ENERGY, POWER &amp; WATER"
SCC,"Jan 22, 2024",31.25,31.75,31.25,31.50,31.51,"1,003,700","31,626,535.00","4,250,547,620",INDUSTRIAL,"ELEC., ENERGY, POWER &amp; WATER"
SCC,"Jan 19, 2024",31.30,31.50,31.20,31.25,31.27,"624,000","19,512,355.00","4,250,547,620",INDUSTRIAL,"ELEC., ENERGY, POWER &amp; WATER"
SCC,"Jan 18, 2024",31.65,31.85,31.05,31.25,31.35,"1,536,500","48,169,935.00","4,250,547,620",INDUSTRIAL,"ELEC., ENERGY, POWER &amp; WATER"
SCC,"Jan 17, 2024",32.05,32.15,31.30,31.65,31.71,"1,038,300","32,925,910.00","4,250,547,620",INDUSTRIAL,"ELEC., ENERGY, POWER &amp; WATER"
SCC,"Jan 16, 2024",32.20,32.20,31.95,32.00,32.04,"610,400","19,554,450.00","4,250,547,620",INDUSTRIAL,"ELEC., ENERGY, POWER &amp; WATER"
SCC,"Jan 15, 2024",31.50,32.25,31.25,31.95,32.00,"1,199,200","38,368,650.00","4,250,547,620",INDUSTRIAL,"ELEC., ENERGY, POWER &amp; WATER"
SCC,"Jan 12, 2024",31.30,31.50,31.15,31.15,31.30,"619,700","19,395,690.00","4,250,547,620",INDUSTRIAL,"ELEC., ENERGY, POWER &amp; WATER"
SCC,"Jan 11, 2024",31.45,31.45,31.00,31.00,31.20,"896,100","27,959,285.00","4,250,547,620",INDUSTRIAL,"ELEC., ENERGY, POWER &amp; WATER"
SCC,"Jan 10, 2024",31.55,31.60,30.65,30.65,30.84,"3,194,600","98,509,655.00","4,250,547,620",INDUSTRIAL,"ELEC., ENERGY, POWER &amp; WATER"
SCC,"Jan 09, 2024",31.95,31.95,31.60,31.60,31.77,"1,093,700","34,749,060.00","4,250,547,620",INDUSTRIAL,"ELEC., ENERGY, POWER &amp; WATER"
SCC,"Jan 08, 2024",31.50,31.90,31.45,31.70,31.70,"1,823,000","57,797,790.00","4,250,547,620",INDUSTRIAL,"ELEC., ENERGY, POWER &amp; WATER"
SCC,"Jan 05, 2024",29.95,31.50,29.95,31.25,30.83,"3,776,400","116,421,855.00","4,250,547,620",INDUSTRIAL,"ELEC., ENERGY, POWER &amp; WATER"
SCC,"Jan 04, 2024",30.30,30.30,29.90,29.90,29.97,"1,420,800","42,580,980.00","4,250,547,620",INDUSTRIAL,"ELEC., ENERGY, POWER &amp; WATER"
SCC,"Jan 03, 2024",30.50,30.75,30.30,30.30,30.39,"1,325,500","40,279,865.00","4,250,547,620",INDUSTRIAL,"ELEC., ENERGY, POWER &amp; WATER"
SCC,"Jan 02, 2024",30.30,30.55,30.05,30.40,30.42,"2,037,900","61,983,385.00","4,250,547,620",INDUSTRIAL,"ELEC., ENERGY, POWER &amp; WATER"
SCC,"Dec 29, 2023",29.90,30.40,29.85,30.25,30.11,"1,621,000","48,803,130.00","4,250,547,620",INDUSTRIAL,"ELEC., ENERGY, POWER &amp; WATER"
SCC,"Dec 28, 2023",29.50,29.95,28.90,29.90,29.67,"2,763,600","81,998,350.00","4,250,547,620",INDUSTRIAL,"ELEC., ENERGY, POWER &amp; WATER"
SCC,"Dec 27, 2023",28.60,29.50,28.10,29.50,28.91,"4,738,700","137,014,665.00","4,250,547,620",INDUSTRIAL,"ELEC., ENERGY, POWER &amp; WATER"
SCC,"Dec 22, 2023",28.50,28.50,28.15,28.35,28.29,"1,135,800","32,135,935.00","4,250,547,620",INDUSTRIAL,"ELEC., ENERGY, POWER &amp; WATER"
SCC,"Dec 21, 2023",28.70,28.70,28.35,28.40,28.44,"501,600","14,264,500.00","4,250,547,620",INDUSTRIAL,"ELEC., ENERGY, POWER &amp; WATER"
SCC,"Dec 20, 2023",28.20,28.60,28.20,28.35,28.41,"1,985,700","56,413,885.00","4,250,547,620",INDUSTRIAL,"ELEC., ENERGY, POWER &amp; WATER"
SM,"Feb 02, 2024",904.00,926.00,899.50,914.00,913.39,"468,860","428,254,160.00","1,222,023,358",HOLDING FIRMS,HOLDING FIRMS
SM,"Feb 01, 2024",900.00,910.00,888.00,893.00,893.87,"412,600","368,811,670.00","1,222,023,358",HOLDING FIRMS,HOLDING FIRMS
SM,"Jan 31, 2024",923.50,935.00,900.00,900.00,915.09,"751,960","688,113,775.00","1,222,023,358",HOLDING FIRMS,HOLDING FIRMS
SM,"Jan 30, 2024",925.00,928.00,918.00,923.00,923.45,"292,670","270,264,900.00","1,222,023,358",HOLDING FIRMS,HOLDING FIRMS
SM,"Jan 29, 2024",924.00,927.50,910.00,922.00,921.95,"414,030","381,714,420.00","1,222,023,358",HOLDING FIRMS,HOLDING FIRMS
SM,"Jan 26, 2024",904.00,925.00,891.50,925.00,918.88,"490,490","450,699,600.00","1,222,023,358",HOLDING FIRMS,HOLDING FIRMS
SM,"Jan 25, 2024",899.00,908.50,889.50,904.00,902.28,"243,810","219,985,400.00","1,222,023,358",HOLDING FIRMS,HOLDING FIRMS
SM,"Jan 24, 2024",897.00,902.00,881.50,900.00,896.75,"354,390","317,799,195.00","1,222,023,358",HOLDING FIRMS,HOLDING FIRMS
SM,"Jan 23, 2024",884.00,893.00,884.00,890.00,888.81,"229,320","203,820,905.00","1,222,023,358",HOLDING FIRMS,HOLDING FIRMS
SM,"Jan 22, 2024",884.00,885.00,872.50,883.00,882.02,"181,590","160,166,275.00","1,222,023,358",HOLDING FIRMS,HOLDING FIRMS
SM,"Jan 19, 2024",880.00,881.50,868.50,870.00,871.17,"173,580","151,216,945.00","1,222,023,358",HOLDING FIRMS,HOLDING FIRMS
SM,"Jan 18, 2024",872.00,877.00,868.00,873.00,873.02,"224,970","196,403,595.00","1,222,023,358",HOLDING FIRMS,HOLDING FIRMS
SM,"Jan 17, 2024",890.00,890.00,869.50,875.00,876.72,"295,470","259,043,895.00","1,222,023,358",HOLDING FIRMS,HOLDING FIRMS
SM,"Jan 16, 2024",905.00,905.00,890.00,890.00,891.31,"303,240","270,279,470.00","1,222,023,358",HOLDING FIRMS,HOLDING FIRMS
SM,"Jan 15, 2024",901.00,914.50,901.00,905.00,905.65,"199,670","180,830,510.00","1,222,023,358",HOLDING FIRMS,HOLDING FIRMS
SM,"Jan 12, 2024",897.00,907.50,891.00,902.00,903.04,"263,700","238,132,370.00","1,222,023,358",HOLDING FIRMS,HOLDING FIRMS
SM,"Jan 11, 2024",884.00,897.50,884.00,890.00,890.98,"104,930","93,490,300.00","1,222,023,358",HOLDING FIRMS,HOLDING FIRMS
SM,"Jan 10, 2024",885.00,896.00,884.00,884.00,888.38,"314,510","279,404,925.00","1,222,023,358",HOLDING FIRMS,HOLDING FIRMS
SM,"Jan 09, 2024",897.00,904.00,895.00,900.00,900.46,"202,320","182,180,630.00","1,222,023,358",HOLDING FIRMS,HOLDING FIRMS
SM,"Jan 08, 2024",890.00,904.50,889.50,890.00,895.71,"177,950","159,390,800.00","1,222,023,358",HOLDING FIRMS,HOLDING FIRMS
SM,"Jan 05, 2024",889.50,899.00,886.50,896.00,893.48,"202,450","180,885,890.00","1,222,023,358",HOLDING FIRMS,HOLDING FIRMS
SM,"Jan 04, 2024",878.00,893.00,878.00,880.00,882.61,"485,500","428,509,195.00","1,222,023,358",HOLDING FIRMS,HOLDING FIRMS
SM,"Jan 03, 2024",882.00,882.00,873.50,879.00,878.91,"368,120","323,542,615.00","1,222,023,358",HOLDING FIRMS,HOLDING FIRMS
SM,"Jan 02, 2024",888.00,896.00,879.50,882.00,881.45,"548,660","483,615,375.00","1,222,023,358",HOLDING FIRMS,HOLDING FIRMS
SM,"Dec 29, 2023",893.00,894.00,872.00,872.00,875.02,"362,440","317,142,065.00","1,222,023,358",HOLDING FIRMS,HOLDING FIRMS
SM,"Dec 28, 2023",891.00,899.00,887.00,894.00,892.12,"128,600","114,726,570.00","1,222,023,358",HOLDING FIRMS,HOLDING FIRMS
SM,"Dec 27, 2023",899.00,903.00,886.50,889.00,891.40,"298,610","266,179,860.00","1,222,023,358",HOLDING FIRMS,HOLDING FIRMS
SM,"Dec 22, 2023",902.50,915.00,901.00,904.50,906.99,"212,770","192,981,300.00","1,222,023,358",HOLDING FIRMS,HOLDING FIRMS
SM,"Dec 21, 2023",900.00,903.00,891.50,903.00,901.93,"218,920","197,451,045.00","1,222,023,358",HOLDING FIRMS,HOLDING FIRMS
SM,"Dec 20, 2023",909.00,917.00,903.50,904.50,905.73,"446,550","404,455,670.00","1,222,023,358",HOLDING FIRMS,HOLDING FIRMS
SMC,"Feb 02, 2024",110.50,110.50,107.50,108.00,107.99,"265,160","28,635,936.00","2,383,896,588",HOLDING FIRMS,HOLDING FIRMS
SMC,"Feb 01, 2024",108.00,110.50,107.90,108.00,108.57,"167,400","18,174,717.00","2,383,896,588",HOLDING FIRMS,HOLDING FIRMS
SMC,"Jan 31, 2024",108.00,110.00,107.50,108.00,108.25,"145,810","15,783,410.00","2,383,896,588",HOLDING FIRMS,HOLDING FIRMS
SMC,"Jan 30, 2024",111.00,111.00,107.10,108.10,108.80,"224,730","24,450,528.00","2,383,896,588",HOLDING FIRMS,HOLDING FIRMS
SMC,"Jan 29, 2024",111.60,111.60,110.00,111.20,110.90,"195,000","21,624,910.00","2,383,896,588",HOLDING FIRMS,HOLDING FIRMS
SMC,"Jan 26, 2024",112.70,113.00,110.10,111.50,111.51,"195,000","21,743,589.00","2,383,896,588",HOLDING FIRMS,HOLDING FIRMS
SMC,"Jan 25, 2024",113.00,114.90,112.70,112.70,113.53,"92,760","10,530,824.00","2,383,896,588",HOLDING FIRMS,HOLDING FIRMS
SMC,"Jan 24, 2024",116.00,116.00,112.30,113.00,113.58,"201,050","22,834,512.00","2,383,896,588",HOLDING FIRMS,HOLDING FIRMS
SMC,"Jan 23, 2024",118.00,118.00,116.50,116.50,117.04,"60,010","7,023,288.00","2,383,896,588",HOLDING FIRMS,HOLDING FIRMS
SMC,"Jan 22, 2024",120.20,120.40,117.30,118.00,118.36,"74,130","8,774,147.00","2,383,896,588",HOLDING FIRMS,HOLDING FIRMS
SMC,"Jan 19, 2024",121.90,121.90,120.00,120.60,120.69,"50,100","6,046,333.00","2,383,896,588",HOLDING FIRMS,HOLDING FIRMS
SMC,"Jan 18, 2024",123.50,123.50,121.60,121.90,122.40,"61,750","7,558,356.00","2,383,896,588",HOLDING FIRMS,HOLDING FIRMS
SMC,"Jan 17, 2024",124.00,124.20,123.60,124.20,124.03,"856,790","106,270,861.00","2,383,896,588",HOLDING FIRMS,HOLDING FIRMS
SMC,"Jan 16, 2024",120.50,124.70,119.40,124.00,123.46,"539,000","66,542,679.00","2,383,896,588",HOLDING FIRMS,HOLDING FIRMS
SMC,"Jan 15, 2024",121.00,122.00,118.80,122.00,121.25,"376,090","45,599,904.00","2,383,896,588",HOLDING FIRMS,HOLDING FIRMS
SMC,"Jan 12, 2024",117.90,121.20,116.00,121.00,120.02,"834,280","100,132,526.00","2,383,896,588",HOLDING FIRMS,HOLDING FIRMS
SMC,"Jan 11, 2024",115.00,118.00,114.80,118.00,116.89,"731,950","85,555,563.00","2,383,896,588",HOLDING FIRMS,HOLDING FIRMS
SMC,"Jan 10, 2024",113.50,115.00,112.50,115.00,114.42,"596,270","68,224,800.00","2,383,896,588",HOLDING FIRMS,HOLDING FIRMS
SMC,"Jan 09, 2024",109.50,115.00,109.30,114.00,112.47,"408,300","45,923,300.00","2,383,896,588",HOLDING FIRMS,HOLDING FIRMS
SMC,"Jan 08, 2024",109.60,109.80,109.10,109.50,109.50,"63,380","6,940,340.00","2,383,896,588",HOLDING FIRMS,HOLDING FIRMS
SMC,"Jan 05, 2024",109.90,109.90,109.10,109.60,109.50,"61,630","6,748,691.00","2,383,896,588",HOLDING FIRMS,HOLDING FIRMS
SMC,"Jan 04, 2024",110.00,110.10,109.30,109.80,109.81,"94,170","10,340,929.00","2,383,896,588",HOLDING FIRMS,HOLDING FIRMS
SMC,"Jan 03, 2024",110.00,110.60,110.00,110.00,110.05,"50,360","5,542,168.00","2,383,896,588",HOLDING FIRMS,HOLDING FIRMS
SMC,"Jan 02, 2024",110.80,110.80,105.50,110.00,108.84,"388,970","42,335,541.00","2,383,896,588",HOLDING FIRMS,HOLDING FIRMS
SMC,"Dec 29, 2023",111.50,111.90,102.10,102.10,102.57,"393,200","40,329,586.00","2,383,896,588",HOLDING FIRMS,HOLDING FIRMS
SMC,"Dec 28, 2023",109.90,111.00,109.90,111.00,110.51,"792,250","87,550,417.00","2,383,896,588",HOLDING FIRMS,HOLDING FIRMS
SMC,"Dec 27, 2023",110.50,111.00,109.80,109.90,110.27,"389,910","42,996,706.00","2,383,896,588",HOLDING FIRMS,HOLDING FIRMS
SMC,"Dec 22, 2023",111.00,111.00,110.10,111.00,110.48,"57,900","6,396,615.00","2,383,896,588",HOLDING FIRMS,HOLDING FIRMS
SMC,"Dec 21, 2023",113.70,113.70,110.20,111.00,111.25,"33,500","3,726,802.00","2,383,896,588",HOLDING FIRMS,HOLDING FIRMS
SMC,"Dec 20, 2023",111.80,113.70,110.30,113.70,111.91,"93,300","10,441,607.00","2,383,896,588",HOLDING FIRMS,HOLDING FIRMS
SMPH,"Feb 02, 2024",34.00,34.60,33.60,33.60,33.87,"9,709,000","328,865,505.00","28,879,231,694",PROPERTY,PROPERTY
SMPH,"Feb 01, 2024",34.05,34.30,33.60,34.05,33.99,"6,271,600","213,174,975.00","28,879,231,694",PROPERTY,PROPERTY
SMPH,"Jan 31, 2024",33.80,34.80,33.75,34.25,34.41,"14,840,000","510,584,185.00","28,879,231,694",PROPERTY,PROPERTY
SMPH,"Jan 30, 2024",33.70,34.05,33.65,33.70,33.81,"6,727,500","227,486,995.00","28,879,231,694",PROPERTY,PROPERTY
SMPH,"Jan 29, 2024",33.75,33.75,33.50,33.70,33.69,"7,373,500","248,425,425.00","28,879,231,694",PROPERTY,PROPERTY
SMPH,"Jan 26, 2024",33.50,33.80,33.25,33.70,33.67,"7,420,400","249,813,535.00","28,879,231,694",PROPERTY,PROPERTY
SMPH,"Jan 25, 2024",33.65,33.75,33.25,33.60,33.49,"3,533,400","118,338,685.00","28,879,231,694",PROPERTY,PROPERTY
SMPH,"Jan 24, 2024",33.15,33.65,33.15,33.50,33.50,"6,838,900","229,076,595.00","28,879,231,694",PROPERTY,PROPERTY
SMPH,"Jan 23, 2024",33.20,33.60,32.95,33.05,33.30,"4,359,200","145,144,500.00","28,879,231,694",PROPERTY,PROPERTY
SMPH,"Jan 22, 2024",33.00,33.20,32.85,33.00,33.02,"6,844,500","225,983,785.00","28,879,231,694",PROPERTY,PROPERTY
SMPH,"Jan 19, 2024",33.00,33.10,32.70,32.75,32.80,"3,624,500","118,879,435.00","28,879,231,694",PROPERTY,PROPERTY
SMPH,"Jan 18, 2024",33.75,33.75,32.60,32.65,32.77,"4,655,200","152,566,955.00","28,879,231,694",PROPERTY,PROPERTY
SMPH,"Jan 17, 2024",33.85,33.85,33.35,33.35,33.47,"8,284,300","277,308,010.00","28,879,231,694",PROPERTY,PROPERTY
SMPH,"Jan 16, 2024",33.75,34.00,33.55,33.75,33.80,"14,943,200","505,099,925.00","28,879,231,694",PROPERTY,PROPERTY
SMPH,"Jan 15, 2024",33.55,34.10,33.55,33.75,33.82,"4,374,900","147,944,945.00","28,879,231,694",PROPERTY,PROPERTY
SMPH,"Jan 12, 2024",33.50,33.95,33.25,33.55,33.72,"4,371,900","147,406,850.00","28,879,231,694",PROPERTY,PROPERTY
SMPH,"Jan 11, 2024",33.45,34.00,33.35,33.50,33.68,"8,877,200","299,007,835.00","28,879,231,694",PROPERTY,PROPERTY
SMPH,"Jan 10, 2024",33.30,33.75,33.15,33.15,33.23,"5,501,900","182,831,205.00","28,879,231,694",PROPERTY,PROPERTY
SMPH,"Jan 09, 2024",33.40,34.15,33.40,33.50,33.79,"9,926,100","335,393,120.00","28,879,231,694",PROPERTY,PROPERTY
SMPH,"Jan 08, 2024",33.40,33.85,33.25,33.50,33.55,"6,747,500","226,352,190.00","28,879,231,694",PROPERTY,PROPERTY
SMPH,"Jan 05, 2024",33.60,33.60,33.10,33.10,33.19,"9,268,000","307,641,545.00","28,879,231,694",PROPERTY,PROPERTY
SMPH,"Jan 04, 2024",32.35,33.80,32.10,33.70,33.51,"10,740,800","359,948,460.00","28,879,231,694",PROPERTY,PROPERTY
SMPH,"Jan 03, 2024",32.30,32.60,32.10,32.25,32.28,"9,558,200","308,500,000.00","28,879,231,694",PROPERTY,PROPERTY
SMPH,"Jan 02, 2024",32.95,33.20,32.25,32.30,32.41,"11,373,000","368,578,145.00","28,879,231,694",PROPERTY,PROPERTY
SMPH,"Dec 29, 2023",33.50,33.70,32.90,32.90,33.02,"13,102,100","432,689,770.00","28,879,231,694",PROPERTY,PROPERTY
SMPH,"Dec 28, 2023",33.40,33.60,33.10,33.60,33.42,"2,726,900","91,144,915.00","28,879,231,694",PROPERTY,PROPERTY
SMPH,"Dec 27, 2023",33.20,33.40,33.00,33.40,33.28,"5,003,200","166,481,685.00","28,879,231,694",PROPERTY,PROPERTY
SMPH,"Dec 22, 2023",33.05,33.30,32.95,33.10,33.11,"4,672,100","154,687,065.00","28,879,231,694",PROPERTY,PROPERTY
SMPH,"Dec 21, 2023",33.40,33.80,32.85,33.00,33.07,"7,964,300","263,375,100.00","28,879,231,694",PROPERTY,PROPERTY
SMPH,"Dec 20, 2023",33.85,34.35,33.40,34.00,34.05,"6,954,500","236,804,270.00","28,879,231,694",PROPERTY,PROPERTY
TEL,"Feb 02, 2024","1,260.00","1,286.00","1,260.00","1,286.00","1,281.39","44,990","57,649,770.00","216,055,775",SERVICES,TELECOMMUNICATIONS
TEL,"Feb 01, 2024","1,272.00","1,288.00","1,255.00","1,255.00","1,263.34","42,600","53,818,140.00","216,055,775",SERVICES,TELECOMMUNICATIONS
TEL,"Jan 31, 2024","1,280.00","1,288.00","1,272.00","1,272.00","1,276.98","49,975","63,817,045.00","216,055,775",SERVICES,TELECOMMUNICATIONS
TEL,"Jan 30, 2024","1,283.00","1,303.00","1,275.00","1,275.00","1,287.77","87,490","112,666,890.00","216,055,775",SERVICES,TELECOMMUNICATIONS
TEL,"Jan 29, 2024","1,294.00","1,306.00","1,284.00","1,284.00","1,294.69","55,170","71,428,055.00","216,055,775",SERVICES,TELECOMMUNICATIONS
TEL,"Jan 26, 2024","1,289.00","1,297.00","1,285.00","1,294.00","1,290.76","47,740","61,620,780.00","216,055,775",SERVICES,TELECOMMUNICATIONS
TEL,"Jan 25, 2024","1,283.00","1,291.00","1,283.00","1,288.00","1,286.87","93,945","120,894,600.00","216,055,775",SERVICES,TELECOMMUNICATIONS
